2018-10-25T12:38:02;51.324335;7.298929;0;0.0
2018-10-25T12:38:03;51.324389;7.299213;73;20.0
2018-10-25T12:38:04;51.324453;7.299525;73;20.0
2018-10-25T12:38:05;51.324509;7.299809;73;20.0
2018-10-25T12:38:06;51.324555;7.300066;73;19.72222222222222
2018-10-25T12:38:07;51.324584;7.300329;73;19.72222222222222
2018-10-25T12:38:08;51.32463;7.300635;74;19.72222222222222
2018-10-25T12:38:09;51.324668;7.300898;74;20.0
2018-10-25T12:38:10;51.324708;7.301171;74;20.27777777777778
2018-10-25T12:38:11;51.324756;7.301424;75;20.555555555555557
2018-10-25T12:38:12;51.324796;7.301708;77;20.27777777777778
2018-10-25T12:38:13;51.324837;7.302008;77;20.555555555555557
2018-10-25T12:38:14;51.32488;7.302303;77;20.83333333333333
2018-10-25T12:38:15;51.324906;7.302631;77;21.38888888888889
2018-10-25T12:38:16;51.324949;7.302947;77;21.944444444444443
2018-10-25T12:38:17;51.325008;7.30328;75;23.055555555555557
2018-10-25T12:38:18;51.325065;7.303618;75;23.88888888888889
2018-10-25T12:38:19;51.325113;7.303966;75;24.166666666666664
2018-10-25T12:38:20;51.325175;7.30432;75;24.72222222222222
2018-10-25T12:38:21;51.325236;7.304669;75;25.0
2018-10-25T12:38:22;51.325293;7.305023;74;25.0
2018-10-25T12:38:23;51.325352;7.305366;74;25.0
2018-10-25T12:38:24;51.325421;7.30571;74;25.27777777777778
2018-10-25T12:38:25;51.325494;7.306048;73;25.83333333333333
2018-10-25T12:38:26;51.325566;7.306396;71;26.38888888888889
2018-10-25T12:38:27;51.325644;7.30674;70;26.944444444444443
2018-10-25T12:38:28;51.325724;7.307126;70;27.22222222222222
2018-10-25T12:38:29;51.325802;7.307491;68;27.77777777777778
2018-10-25T12:38:30;51.325877;7.307877;68;28.33333333333333
2018-10-25T12:38:31;51.325966;7.308263;67;28.61111111111111
2018-10-25T12:38:32;51.326073;7.308633;66;28.33333333333333
2018-10-25T12:38:33;51.326178;7.309009;64;28.055555555555557
2018-10-25T12:38:34;51.326288;7.309379;64;28.055555555555557
2018-10-25T12:38:35;51.3264;7.309749;63;28.33333333333333
2018-10-25T12:38:36;51.326513;7.31013;61;28.33333333333333
2018-10-25T12:38:37;51.326634;7.310489;61;28.33333333333333
2018-10-25T12:38:38;51.326744;7.310865;60;28.33333333333333
2018-10-25T12:38:39;51.326859;7.311224;59;28.055555555555557
2018-10-25T12:38:40;51.32698;7.311557;57;28.055555555555557
2018-10-25T12:38:41;51.327127;7.311906;57;28.33333333333333
2018-10-25T12:38:42;51.327275;7.312249;56;28.61111111111111
2018-10-25T12:38:43;51.327428;7.312603;54;28.88888888888889
2018-10-25T12:38:44;51.327583;7.312936;53;29.166666666666664
2018-10-25T12:38:45;51.327744;7.31329;53;29.444444444444443
2018-10-25T12:38:46;51.327902;7.313617;52;29.444444444444443
2018-10-25T12:38:47;51.32809;7.313944;50;29.72222222222222
2018-10-25T12:38:48;51.328267;7.314298;49;30.0
2018-10-25T12:38:49;51.328442;7.314631;49;30.0
2018-10-25T12:38:50;51.328608;7.314953;47;30.27777777777778
2018-10-25T12:38:51;51.328798;7.31528;46;30.555555555555557
2018-10-25T12:38:52;51.328994;7.315612;45;30.555555555555557
2018-10-25T12:38:53;51.329211;7.315913;43;30.83333333333333
2018-10-25T12:38:54;51.329418;7.316219;42;31.38888888888889
2018-10-25T12:38:55;51.329632;7.31653;40;31.38888888888889
2018-10-25T12:38:56;51.329842;7.316825;39;31.666666666666664
2018-10-25T12:38:57;51.330048;7.317114;37;32.22222222222222
2018-10-25T12:38:58;51.330268;7.31741;37;32.77777777777778
2018-10-25T12:38:59;51.330493;7.317705;36;32.22222222222222
2018-10-25T12:39:00;51.330748;7.318005;36;31.38888888888889
2018-10-25T12:39:01;51.330955;7.318273;35;30.83333333333333
2018-10-25T12:39:02;51.331177;7.318563;36;30.0
2018-10-25T12:39:03;51.3314;7.318815;33;30.555555555555557
2018-10-25T12:39:04;51.331623;7.319067;35;30.27777777777778
2018-10-25T12:39:05;51.331829;7.319335;36;30.27777777777778
2018-10-25T12:39:06;51.332054;7.319598;37;30.27777777777778
2018-10-25T12:39:07;51.332288;7.319877;39;30.0
2018-10-25T12:39:08;51.332508;7.320135;37;30.555555555555557
2018-10-25T12:39:09;51.332704;7.320414;39;30.555555555555557
2018-10-25T12:39:10;51.332907;7.320693;39;30.83333333333333
2018-10-25T12:39:11;51.333125;7.320977;40;30.83333333333333
2018-10-25T12:39:12;51.333331;7.32125;40;31.11111111111111
2018-10-25T12:39:13;51.333522;7.321545;42;30.83333333333333
2018-10-25T12:39:14;51.333709;7.321857;43;30.83333333333333
2018-10-25T12:39:15;51.333902;7.322168;43;30.27777777777778
2018-10-25T12:39:16;51.334074;7.322484;46;29.166666666666664
2018-10-25T12:39:17;51.334254;7.322811;46;27.5
